"year","Measures","Contra.Costa.County..California","Marin.County..California","San.Mateo.County..California","Ventura.County..California","Santa.Clara.County..California","Douglas.County..Colorado","District.of.Columbia","DuPage.County..Illinois","Lake.County..Illinois","Hamilton.County..Indiana","Johnson.County..Kansas","Oakland.County..Michigan","Dakota.County..Minnesota","Washington.County..Minnesota","Bergen.County..New.Jersey","Middlesex.County..New.Jersey","Monmouth.County..New.Jersey","Morris.County..New.Jersey","Somerset.County..New.Jersey","Nassau.County..New.York","Rockland.County..New.York","Suffolk.County..New.York","Westchester.County..New.York","Bucks.County..Pennsylvania","Chester.County..Pennsylvania","Montgomery.County..Pennsylvania","Collin.County..Texas","Fort.Bend.County..Texas","Arlington.County..Virginia","Fairfax.County..Virginia","Loudoun.County..Virginia","Prince.William.County..Virginia","Waukesha.County..Wisconsin","Anne.Arundel.County..Maryland","Baltimore.County..Maryland","Frederick.County..Maryland","Howard.County..Maryland","Montgomery.County..Maryland","Prince.George.s.County..Maryland"
"2012","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age..Income.in.the.past.12.months.at.or.above.poverty.level..Female.",475924,116883,333861,363470,786151,138397,242363,426586,314073,133076,256943,550152,187888,112571,429333,368153,295096,236111,155442,635108,135796,694507,432856,295950,229852,374684,367407,270638,95487,510323,152189,188208,185265,249957,376381,109314,138942,466209,399462
"2012","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age..Income.in.the.past.12.months.at.or.above.poverty.level..Female..Under.5.years",27772,6207,19587,22180,53291,10031,12665,24567,19117,9821,16575,28260,12023,7124,22359,22041,14644,12683,8442,32202,8477,37610,23724,15539,13586,20981,25478,18579,5426,32495,12784,14626,9474,15281,20546,6660,8042,28260,24495
"2012","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age..Income.in.the.past.12.months.at.or.above.poverty.level..Female..5.years",5695,1047,4134,5465,11360,2230,1906,5910,4563,2197,2881,5817,2509,1464,5345,4643,3636,3171,1709,7327,1815,8088,5101,3225,3196,4610,5782,3911,995,6320,2576,3159,2412,3333,4202,1546,1850,5273,4891
"2012","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age..Income.in.the.past.12.months.at.or.above.poverty.level..Female..6.to.11.years",37246,8195,23429,29298,59995,14922,10926,32600,28047,13375,21945,40556,15927,9742,30915,26604,22571,18580,12581,47007,10582,52494,32873,21672,18494,27304,35040,25460,4496,39166,15973,17116,14805,18568,24703,8628,11259,35930,27534
"2012","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age..Income.in.the.past.12.months.at.or.above.poverty.level..Female..12.to.14.years",19112,3894,10852,13719,29010,7071,5169,18040,14300,6583,10872,20985,7620,5522,15944,13021,12395,9785,6654,24927,6344,29538,17364,11950,9960,14269,17113,12643,1689,19406,6911,8171,7593,8763,12821,4959,6356,16690,15609
"2012","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age..Income.in.the.past.12.months.at.or.above.poverty.level..Female..15.years",6234,1371,3688,5696,9581,2151,1675,6262,4964,2124,3910,7515,2490,1684,5666,4708,4008,3523,2348,8785,2070,10056,5747,4229,3322,4805,5633,4431,636,7002,2384,2810,2498,3381,4524,1509,1988,6074,5016
"2012","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age..Income.in.the.past.12.months.at.or.above.poverty.level..Female..16.and.17.years",12958,2535,7994,10989,19743,4191,3943,12322,9868,4027,6829,14659,5664,3603,11013,9363,8922,6233,4403,18042,3893,20004,11967,8179,6462,10054,10069,8642,1170,13109,4034,5181,5521,6308,9187,3297,4531,12405,10893
"2012","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age..Income.in.the.past.12.months.at.or.above.poverty.level..Female..18.to.24.years",33118,5136,21654,31322,55324,7022,20200,30125,22826,6987,16206,36257,12980,7378,28370,27274,20042,13888,9079,45111,10542,52856,27612,20060,13874,22780,23975,20434,7959,33473,8206,14972,11358,18169,29812,7391,8706,31290,34412
"2012","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age..Income.in.the.past.12.months.at.or.above.poverty.level..Female..25.to.34.years",56802,10033,44524,43624,117150,16822,56948,52896,34423,17772,36962,63708,25621,13256,48687,51390,28446,24506,17278,64820,14025,75083,45897,31097,25181,44016,52434,34330,27049,73649,22041,27894,18418,33176,49171,13064,17233,61432,57491
"2012","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age..Income.in.the.past.12.months.at.or.above.poverty.level..Female..35.to.44.years",68534,16943,51104,50396,124749,25480,34611,60134,47045,22980,37609,79173,27348,16632,62517,54218,42144,35756,24389,87240,17435,101326,62342,40388,33665,52674,65668,44638,14840,79471,28995,31205,25222,36040,50471,16866,21745,70309,60710
"2012","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age..Income.in.the.past.12.months.at.or.above.poverty.level..Female..45.to.54.years",77510,20059,52679,57205,119216,22761,30813,73053,54116,20869,39952,94232,32051,19470,71699,58215,52866,41346,28486,106432,21146,116151,71799,52017,39171,61890,56554,44444,12017,85529,23834,29246,33156,41515,59320,18881,24850,76758,64620
"2012","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age..Income.in.the.past.12.months.at.or.above.poverty.level..Female..55.to.64.years",63003,19729,44150,44382,88049,15204,29758,55366,37944,13756,32102,76416,22646,14144,56366,44024,39829,30757,19214,84771,18019,87558,56872,40714,30138,49247,38280,31096,10104,65549,13426,19167,25965,32617,50114,13293,17239,60191,51022
"2012","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age..Income.in.the.past.12.months.at.or.above.poverty.level..Female..65.to.74.years",36115,11652,25569,25527,53419,6670,17836,29459,20006,7156,16106,42297,11620,7144,34483,26437,22669,18450,10781,51514,11470,56106,35663,24033,17221,30035,19680,13391,4825,31715,6549,9282,14797,18265,29315,7086,9056,32115,26020
"2012","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age..Income.in.the.past.12.months.at.or.above.poverty.level..Female..75.years.and.over",31825,10082,24497,23667,45264,3842,15913,25852,16854,5429,14994,40277,9389,5408,35969,26215,22924,17433,10078,56930,9978,47637,35895,22847,15582,32019,11701,8639,4281,23439,4476,5379,14046,14541,32195,6134,6087,29482,16749
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Total..",1055915,247026,722517,817365,1785360,291975,585525,909861,684391,281143,547023,1203237,399938,238467,902544,792898,623170,487305,322711,1322934,310005,1468349,932657,617588,490502,784679,807334,602440,211993,1091945,324849,410968,385993,528588,792137,232161,291769,981082,851946
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..",111173,19121,54905,90471,181376,11248,109200,62913,61256,14453,35813,123718,30326,13667,65215,67441,43334,21519,16118,79070,42063,94659,88169,33433,33895,48007,62986,50841,16899,64274,11789,26045,20818,33352,70456,14264,13400,66004,80142
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Male..",50202,8954,24921,41496,85311,5107,46804,27819,28089,6256,15439,55580,13515,5989,28134,30945,18233,9519,6831,33048,20302,41147,39152,14323,15507,20426,29295,22843,7314,28532,5356,11746,9420,14860,29568,6372,5616,28330,35515
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Male..Under.5.years.",5060,666,1952,5129,8128,254,4900,2935,3526,809,1788,5349,1659,936,2559,3179,1974,597,774,2990,3569,3778,4719,1679,1428,1886,3093,2893,757,3084,619,1370,1019,1723,3187,681,462,2895,3711
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Male..5.years.",1261,141,617,910,1599,88,814,634,754,147,253,1211,414,63,622,475,318,259,151,612,800,803,843,188,351,236,800,490,62,688,169,253,238,326,694,250,158,648,753
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Male..6.to.11.years.",5858,660,2370,6067,8272,854,4464,3344,4353,1073,1828,6419,1815,734,2607,3210,2422,771,665,4354,3444,4310,5212,1485,1551,1816,3048,3483,450,3238,548,1826,919,1483,2812,668,772,3311,3998
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Male..12.to.14.years.",2836,514,909,2224,4193,272,2407,1853,1927,694,806,3483,836,206,1564,1593,1154,394,290,1874,1262,2011,1798,521,589,980,1934,1723,391,1541,312,703,582,637,1543,421,342,1509,1622
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Male..15.years.",1160,119,632,908,1634,183,759,342,567,179,438,1037,301,134,463,438,391,102,132,732,463,749,699,192,207,388,559,716,140,459,140,422,289,292,446,292,68,777,478
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Male..16.and.17.years.",1720,193,856,2064,3065,294,1630,1155,1285,150,584,2040,578,208,1251,1593,586,536,182,1170,691,1412,1309,781,523,796,1414,1191,167,1254,195,718,510,630,819,276,241,938,1374
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Male..18.to.24.years.",7473,1176,3148,5224,14354,772,8907,4239,2926,521,2238,7317,1755,818,3021,6221,2020,1110,844,3801,2255,5212,4911,1188,3263,2991,5059,2228,938,4050,554,1307,1195,1450,4766,703,785,4040,7567
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Male..25.to.34.years.",6634,1283,3551,5275,12242,599,6161,3254,3238,798,2743,7400,1680,641,3197,3315,2112,1170,813,4145,2663,5113,5012,1410,1851,2207,2950,2687,1666,3693,808,1780,1105,1809,3306,612,707,3740,4876
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Male..35.to.44.years.",5625,1367,3047,4517,9083,482,3194,3265,3122,644,1574,6205,1801,573,3484,3344,1815,1093,929,3623,1682,4236,4048,1685,1426,2180,3590,2497,1158,3045,684,1361,990,1646,3099,611,623,2892,3615
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Male..45.to.54.years.",5789,1002,3145,3993,9448,398,5726,2670,3091,746,1252,6529,1239,646,3527,3152,2231,1658,830,3866,1567,5842,4558,1956,2001,2597,2768,2221,603,3516,651,1114,1016,1973,3529,774,608,3120,3060
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Male..55.to.64.years.",3989,1142,2656,2685,7681,520,4642,2186,2136,362,1052,5208,754,636,2682,2410,1819,892,538,3066,1061,4249,3302,1794,1249,2201,2193,1359,503,1974,370,607,845,1560,2961,566,522,2173,2711
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Male..65.to.74.years.",1415,453,1093,1373,2887,245,2017,983,676,77,460,2091,479,184,1351,1096,612,366,306,1335,436,1993,1417,674,452,994,1229,889,242,1040,122,116,368,803,1307,309,142,859,1012
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Male..75.years.and.over.",1382,238,945,1127,2725,146,1183,959,488,56,423,1291,204,210,1806,919,779,571,377,1480,409,1439,1324,770,616,1154,658,466,237,950,184,169,344,528,1099,209,186,1428,738
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Female..",60971,10167,29984,48975,96065,6141,62396,35094,33167,8197,20374,68138,16811,7678,37081,36496,25101,12000,9287,46022,21761,53512,49017,19110,18388,27581,33691,27998,9585,35742,6433,14299,11398,18492,40888,7892,7784,37674,44627
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Female..Under.5.years.",5029,492,2654,4725,7138,396,4331,3002,3431,528,2062,5517,1619,484,2094,2529,2043,443,741,3385,3312,3919,3731,934,1379,1771,3044,2835,413,3176,550,1596,776,1386,2881,661,660,2790,4263
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Female..5.years.",1000,185,462,865,1620,213,961,695,778,225,385,859,315,117,358,764,476,198,247,651,476,778,1034,168,396,344,794,707,87,888,104,282,196,314,458,121,57,372,946
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Female..6.to.11.years.",5867,863,2345,5449,8672,376,4564,3616,3747,1186,1837,6184,1760,765,2970,3192,1794,841,761,3877,2789,4724,4401,1697,1685,1863,3407,3674,839,3160,422,1666,996,1971,3203,743,642,2976,3737
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Female..12.to.14.years.",2254,490,1150,2094,3760,287,2422,1518,1895,272,887,2687,849,447,1539,1609,832,604,338,1966,1337,2274,1673,753,694,1136,1332,1331,287,1145,178,628,537,448,1876,350,377,1382,1745
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Female..15.years.",972,195,343,1002,1669,64,989,599,640,37,260,1127,255,124,719,502,538,175,180,881,394,1066,736,236,379,402,641,423,68,361,77,406,99,266,734,35,187,346,721
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Female..16.and.17.years.",2313,129,798,1435,2901,171,1587,1234,1212,258,467,2299,581,353,966,906,776,414,200,1527,956,1528,1332,635,501,764,1150,897,230,915,236,606,367,490,1080,140,233,1266,1174
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Female..18.to.24.years.",8675,868,4009,6134,13409,843,11772,4345,3665,1036,3117,8768,2698,867,2693,5791,2834,1138,1092,5149,2044,5019,5785,1782,3810,3753,4546,2331,1973,5375,1142,1679,1417,2360,6672,941,1317,4549,7206
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Female..25.to.34.years.",9044,1507,4374,7971,15214,853,10553,5402,5178,1494,3506,9912,2381,1423,4956,5336,3799,1647,993,6038,3025,7043,8001,2307,2001,3963,5644,4324,2088,5634,1008,2556,1479,2561,5664,1119,931,6829,8018
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Female..35.to.44.years.",8508,1153,3718,5953,12688,840,6355,4759,4012,1065,2184,8691,2145,912,4949,5093,2741,1655,1120,5099,2403,6948,6366,2344,1698,2334,4568,4567,1273,5294,925,2109,1349,2321,4224,975,1165,4344,5455
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Female..45.to.54.years.",6425,1404,3248,5074,9744,869,7085,3469,3232,867,2196,7880,1655,712,4702,3420,3467,1531,938,5930,1788,7097,4914,2778,2055,3482,3388,2503,739,3720,576,1369,1176,2093,4687,959,549,3767,4314
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Female..55.to.64.years.",5165,1182,2647,3591,8258,631,5478,2841,2426,669,1364,6516,1182,636,4046,3356,2262,1186,986,4353,1087,5220,3985,2113,1450,2810,2553,1957,604,2791,512,761,1003,1992,3710,826,600,3311,3060
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Female..65.to.74.years.",2548,774,1932,2119,4369,312,2922,1346,1371,297,856,3250,573,283,2656,1571,1375,809,691,2767,925,3174,2886,1191,1111,1798,1272,1381,451,1423,266,423,674,1293,2154,445,425,2172,2105
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..Female..75.years.and.over.",3171,925,2304,2563,6623,286,3377,2268,1580,263,1253,4448,798,555,4433,2427,2164,1359,1000,4399,1225,4722,4173,2172,1229,3161,1352,1068,533,1860,437,218,1329,997,3545,577,641,3570,1883
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..",944742,227905,667612,726894,1603984,280727,476325,846948,623135,266690,511210,1079519,369612,224800,837329,725457,579836,465786,306593,1243864,267942,1373690,844488,584155,456607,736672,744348,551599,195094,1027671,313060,384923,365175,495236,721681,217897,278369,915078,771804
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Male..",464668,110205,330247,363747,810879,139551,229575,419404,309956,131035,251894,528402,183047,111207,408272,356965,285246,229092,150637,607847,131947,680836,410152,288485,226077,359949,367612,271323,98278,511518,155364,191209,180250,243155,345302,108226,137297,444017,372954
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Male..Under.5.years.",28134,6164,21253,22223,54654,10614,13444,25570,19281,9961,17811,29079,12157,6822,22562,21936,15156,12994,8721,33917,8562,38581,23473,14840,14128,21957,26471,19500,5577,34530,13455,15550,9490,15688,21356,6750,8487,29895,25950
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Male..5.years.",5919,1598,4229,4640,12295,2117,2138,5528,4130,2572,3991,6273,2512,1336,5180,4910,3657,3204,2165,7405,1905,8842,5377,3283,3104,4390,6442,4729,838,7327,2684,3543,2315,3783,4269,1652,1947,6092,5084
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Male..6.to.11.years.",38703,7939,24660,28290,64133,15487,11294,35400,29154,13833,23293,40808,16146,10601,32599,26657,22383,19263,13261,47781,11104,54717,34032,22430,19686,28747,37547,28868,5026,41329,17292,18928,14823,19049,25980,9078,13092,35315,28001
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Male..12.to.14.years.",19563,4440,11833,16163,30467,7637,5074,17621,14590,6559,11055,22300,7825,5117,16260,15300,13078,9994,6772,26589,6389,30361,17351,12885,10082,15198,17795,12709,2036,20600,7442,8136,8093,9481,13311,4954,5603,18659,15228
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Male..15.years.",7450,1120,4190,5351,10683,2467,1751,6588,5241,2043,3761,8040,2846,1747,6156,4848,4684,3453,2576,9459,2206,10064,6582,4488,3536,5223,5499,4428,683,7343,2221,2695,2684,3341,4361,1684,2108,6142,5287
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Male..16.and.17.years.",13407,2871,7470,11110,19571,4249,3710,13235,10668,4468,7278,15774,5678,3759,11637,9556,8768,6957,4529,19301,4317,21634,11973,8286,7033,10331,11600,9348,1291,13984,4668,5727,5375,6477,9958,3091,4916,12792,10489
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Male..18.to.24.years.",37695,6024,25571,35634,62381,8104,17978,34726,26039,8359,17969,39709,14349,8307,31147,29589,23293,16636,10958,51586,11853,58793,32309,22766,16263,26275,25956,22962,7502,38402,9986,15897,12284,20727,29621,8746,10922,34184,37274
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Male..25.to.34.years.",58109,10301,47862,49171,128440,15022,54742,56022,34930,16243,36470,64118,25286,13513,49171,51415,30620,25317,16895,68652,15383,78805,48249,31757,25777,45615,49793,32641,27984,76511,20156,27927,19188,33796,47723,13144,17002,62285,58369
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Male..35.to.44.years.",66484,15276,50930,49281,132466,24656,38421,57788,43898,21843,37110,74344,25824,15426,58389,54169,38001,32476,21982,79581,16579,96314,58200,37420,31527,49192,64018,41309,16818,77999,29056,31014,23687,33559,44943,15965,19302,64468,54746
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Male..45.to.54.years.",73752,18399,50990,55925,125352,23441,31605,67744,51859,20424,37805,87649,30585,18871,67223,55652,50590,40074,26998,99108,20003,114879,66138,50438,37513,57996,58620,42485,12970,81062,25016,29841,31771,38767,52052,18675,23341,68765,56399
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Male..55.to.64.years.",59391,17383,41318,44455,86717,15278,25136,54525,38516,13830,29917,73057,22256,14143,53235,42737,39095,29951,19239,81487,16457,83996,52108,40875,30011,46932,36326,32110,9858,63207,13863,19117,26320,30648,45441,13355,16980,55671,42349
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Male..65.to.74.years.",33724,11197,22947,24402,48753,7151,14586,27696,19484,6868,15230,40100,10853,7261,30771,23408,21416,16808,9855,45078,9956,49754,30178,22896,16541,26775,18878,13798,4889,31917,6224,9057,13906,17691,25404,7034,8870,29334,22285
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Male..75.years.and.over.",22337,7493,16994,17102,34967,3328,9696,16961,12166,4032,10204,27151,6730,4304,23942,16788,14505,11965,6686,37903,7233,34096,24182,16121,10876,21318,8667,6436,2806,17307,3301,3777,10314,10148,20883,4098,4727,20415,11493
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Female..",480074,117700,337365,363147,793105,141176,246750,427544,313179,135655,259316,551117,186565,113593,429057,368492,294590,236694,155956,636017,135995,692854,434336,295670,230530,376723,376736,280276,96816,516153,157696,193714,184925,252081,376379,109671,141072,471061,398850
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Female..Under.5.years.",27163,5985,19581,21656,52376,9723,13455,24337,18572,9649,16628,27605,11689,6978,22095,21953,14389,12501,8381,32033,8172,36742,23494,15143,13231,20803,25103,18584,5583,32903,12760,14819,9354,15490,20723,6436,8004,28342,24107
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Female..5.years.",5821,1062,4092,5233,11091,2383,2051,5369,4697,2400,3085,5945,2281,1258,4984,4416,3438,2944,1768,7078,1841,7841,5153,3182,3163,4479,5787,3642,960,6713,2609,3299,2381,3502,4253,1439,1761,5098,4725
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Female..6.to.11.years.",37362,8157,23777,28590,61534,15034,10923,32981,26816,13554,21980,39524,15837,9884,30577,26631,22212,18029,12259,45931,11238,51176,32775,21662,18293,27209,36341,26413,4617,39912,16475,17876,14541,18832,24704,8646,11432,36358,27017
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Female..12.to.14.years.",18877,4062,10973,13798,28859,7174,4827,17794,14335,6421,10767,21513,7230,5361,16090,12906,12468,10129,6807,24755,5969,29016,16804,11396,9957,14671,17509,13460,1797,19379,7865,8263,7225,8787,12277,4926,6382,17200,15053
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Female..15.years.",5991,1348,3821,5792,9613,2470,1756,6137,5066,2164,3796,7603,2481,1729,5458,4671,3690,3479,2322,8906,2007,9551,5635,4139,3477,4797,5456,4367,548,7518,2448,2932,2454,3182,4619,1527,1856,5894,5147
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Female..16.and.17.years.",13198,2563,7726,10256,19347,4154,3747,12202,9794,4284,7090,14392,5521,3425,11065,9451,8856,6325,4409,17543,3962,19887,12173,8140,6175,9934,10835,9389,1270,12574,4313,5262,5603,6369,8620,3283,4573,12338,9976
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Female..18.to.24.years.",33820,5364,21935,31113,55788,7648,19851,30316,23110,7460,16643,36422,12623,7525,28822,26896,20562,14655,9439,46346,10578,54210,28545,20143,14267,23381,24934,21409,7309,34174,8607,15522,11453,18192,29756,7496,9147,31794,33961
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Female..25.to.34.years.",57402,9947,45191,43505,116743,16274,59814,53082,33789,17715,36942,64116,25137,13223,48767,51368,28563,24316,17298,66214,14154,74428,46144,31284,25416,44778,51741,35181,27915,74449,22249,28441,18494,33692,49844,13155,17597,62337,57377
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Female..35.to.44.years.",67720,16712,50942,49142,124773,25291,35538,58587,45536,22928,37327,77215,26490,16192,61100,53176,40219,34126,23516,84487,16836,97199,60892,38874,32539,51612,66601,45559,15186,78879,29421,31438,24145,35440,49473,16326,21317,69566,59140
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Female..45.to.54.years.",77730,19872,52660,56976,120465,23507,30675,72178,53842,21272,39602,93002,31781,19661,71122,58218,52602,41738,28397,105803,20918,116991,71893,51517,39205,61210,58466,45253,12122,85165,24981,30066,32883,41441,58337,18971,25012,76500,64946
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Female..55.to.64.years.",64417,20006,45073,46176,90811,15839,29873,57337,39457,14427,33145,78718,23503,14837,57453,45315,40968,31430,19846,86995,18108,89026,58028,42062,31149,50614,39790,33332,10175,66927,14047,20022,26821,32943,51538,13603,17816,61842,52594
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Female..65.to.74.years.",38449,12338,26884,27000,55563,7506,18393,31214,20961,7691,17111,44689,12363,7826,35709,27403,23863,19187,11279,52861,11809,58039,36353,25053,17914,31079,21613,14641,5202,33696,7136,10043,15310,19344,30567,7592,9734,34031,27538
"2013","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.at.or.above.poverty.level..Female..75.years.and.over.",32124,10284,24710,23910,46142,4173,15847,26010,17204,5690,15200,40373,9629,5694,35815,26088,22760,17835,10235,57065,10403,48748,36447,23075,15744,32156,12560,9046,4132,23864,4785,5731,14261,14867,31668,6271,6441,29761,17269
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Total..",1071795,249612,733616,824329,1814339,298733,599620,913575,685551,287847,554029,1210484,402930,240868,910008,798342,622963,489250,325271,1330295,313272,1471653,938354,617670,493535,789516,832614,626772,217382,1107694,337189,423575,387189,534740,796913,234784,297503,996649,862881
"2014","Poverty.Status.in.the.past.12.Months.by.Sex.by.Age...Income.in.the.past.12.months.below.poverty.level..",114171,21917,55672,91912,180153,12240,109378,65317,64432,13901,35995,126082,31284,13734,68104,68181,45810,22788,16697,83615,44190,100432,89813,36276,34936,50688,65433,54401,19115,66251,12942,27593,21690,31573,72175,14540,15159,68558,84091
